brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_displacement,engine_cylinders,vehicle_age,price_per_mile,mileage_per_year,is_luxury_brand,has_accident,is_ev_or_hybrid,age_mileage_score
Audi,A7 3.0T Prestige,2013,87066.0,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None Reported,Yes,20999.0,3.0,6.0,11,0.2412,7256.0,1,0,0,0.9577
Audi,Q8 3.0T Prestige,2019,38360.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Orca Black Metallic,Black,None Reported,Unknown,49936.0,3.0,,5,1.3017,6393.0,1,0,0,0.1918
Kia,Telluride Sx,2020,38000.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None Reported,Yes,41999.0,3.8,6.0,4,1.1052,7600.0,0,0,0,0.152
Toyota,Camry Hybrid Xle,2018,69641.0,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Cvt Transmission,White,Black,At Least 1 Accident Or Damage Reported,Yes,23995.0,2.5,4.0,6,0.3445,9949.0,0,1,1,0.4178
Toyota,Gr86 Premium,2022,1275.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None Reported,Yes,47999.0,2.4,4.0,2,37.6168,425.0,0,0,0,0.0026
Bmw,M3 Base,2001,60000.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None Reported,Yes,25000.0,3.2,6.0,23,0.4167,2500.0,1,0,0,1.38
Jeep,Wrangler Rubicon,2014,99450.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None Reported,Yes,21000.0,3.6,6.0,10,0.2112,9041.0,0,0,0,0.9945
Toyota,Tundra Hybrid Capstone,2023,200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,White,None Reported,Yes,82500.0,3.4,6.0,1,410.4478,100.0,0,0,1,0.0002
Porsche,Panamera 4 Edition,2016,68000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,32950.0,3.6,6.0,8,0.4846,7556.0,1,1,0,0.544
Lexus,Gs 350 Base,2010,212000.0,Gasoline,303.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,9450.0,3.5,6.0,14,0.0446,14133.0,1,1,0,2.968
Gmc,Sierra 3500 Denali,2019,73091.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,58500.0,6.6,8.0,5,0.8004,12182.0,0,1,0,0.3655
Kia,Niro Plug-In Hybrid Ex,2023,9400.0,Plug-In Hybrid,180.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None Reported,Yes,31500.0,1.6,4.0,1,3.3507,4700.0,0,0,1,0.0094
Porsche,Cayenne Base,2014,117697.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,16975.0,3.6,6.0,10,0.1442,10700.0,1,1,0,1.177
Mercedes-Benz,S-Class S 65 Amg,2015,95428.0,Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Silver,None Reported,Yes,55000.0,6.0,12.0,9,0.5763,9543.0,1,0,0,0.8589
Lexus,Gx 460 Premium,2017,116300.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None Reported,Yes,31950.0,4.6,8.0,7,0.2747,14538.0,1,0,0,0.8141
Acura,Mdx Sport Hybrid 3.0L W/Technology Package,2019,56778.0,Hybrid,321.0HP 3.0L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,None Reported,Yes,41899.0,3.0,6.0,5,0.7379,9463.0,0,0,1,0.2839
Audi,Q5 S Line Premium Plus,2023,5682.0,Hybrid,2.0 Liter TFSI,Automatic,Chronos Gray,Gray,None Reported,Unknown,48698.0,,,1,8.5691,2841.0,1,0,1,0.0057
Bmw,530 I,2017,37000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None Reported,Yes,31000.0,2.0,4.0,7,0.8378,4625.0,1,0,0,0.259
Kia,Forte Koup Ex,2015,103748.0,Gasoline,173.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None Reported,Yes,8500.0,2.0,4.0,9,0.0819,10375.0,0,0,0,0.9337
Toyota,Sequoia Limited,2005,86000.0,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None Reported,Yes,22500.0,4.7,8.0,19,0.2616,4300.0,0,0,0,1.634
Land,Rover Lr4 Hse,2013,125900.0,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None Reported,Yes,21000.0,5.0,8.0,11,0.1668,10492.0,0,0,0,1.3849
Nissan,Titan Sv,2023,6200.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None Reported,Yes,48000.0,5.6,8.0,1,7.7407,3100.0,0,0,0,0.0062
Ford,F-250 Lariat,2019,85000.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,52500.0,6.7,8.0,5,0.6176,14167.0,0,1,0,0.425
Mercedes-Benz,Amg Gt Amg Gt,2017,19324.0,Gasoline,456.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Beige,None Reported,Yes,75000.0,4.0,8.0,7,3.881,2416.0,1,0,0,0.1353
Cadillac,Escalade Platinum,2018,49273.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None Reported,Yes,54000.0,6.2,8.0,6,1.0959,7039.0,1,0,0,0.2956
Tesla,Model 3 Standard Range Plus,2019,42094.0,Gasoline,Electric Motor Electric Fuel System,A/T,White,White,None Reported,Yes,32000.0,,,5,0.7602,7016.0,0,0,0,0.2105
Bmw,M3 Base,2017,44000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None Reported,Yes,55000.0,3.0,6.0,7,1.25,5500.0,1,0,0,0.308
Chevrolet,Cruze Lt,2012,148377.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,Unknown,Unknown,5500.0,1.4,4.0,12,0.0371,11414.0,0,0,0,1.7805
Dodge,Challenger Srt8,2010,70000.0,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None Reported,Yes,22000.0,6.1,8.0,14,0.3143,4667.0,0,0,0,0.98
Mercedes-Benz,Sprinter 2500,2016,143290.0,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,None Reported,Yes,33490.0,2.1,4.0,8,0.2337,15921.0,1,0,0,1.1463
Ford,F-350 Platinum,2019,69205.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission W/Dual Shift Mode,White,Black,None Reported,Yes,73500.0,6.7,8.0,5,1.062,11534.0,0,0,0,0.346
Chevrolet,Tahoe Ltz,2015,123500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None Reported,Yes,25650.0,5.3,8.0,9,0.2077,12350.0,0,0,0,1.1115
Audi,Q7 3.0T Prestige,2018,70773.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None Reported,Yes,30950.0,3.0,6.0,6,0.4373,10110.0,1,0,0,0.4246
Jeep,Patriot Latitude,2015,109000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At Least 1 Accident Or Damage Reported,Yes,7599.0,2.0,4.0,9,0.0697,10900.0,0,1,0,0.981
Infiniti,Qx70 Base,2014,71097.0,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None Reported,Yes,18995.0,3.7,6.0,10,0.2672,6463.0,0,0,0,0.711
Bmw,X5 Xdrive35I,2013,76309.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,Unknown,Unknown,12000.0,3.0,6.0,11,0.1573,6359.0,1,0,0,0.8394
Tesla,Model 3,2018,26609.0,Gasoline,Electric,Automatic,Gray,–,None Reported,Unknown,36998.0,,,6,1.3904,3801.0,0,0,0,0.1597
Land,Rover Range Rover P400 Se Lwb 7 Seat,2023,4126.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Beige,Unknown,Unknown,155000.0,3.0,6.0,1,37.5575,2063.0,0,0,1,0.0041
Nissan,240Sx Base,1996,160490.0,–,–,5-Speed M/T,Gray,Black,None Reported,Yes,15500.0,,,28,0.0966,5534.0,0,0,0,4.4937
Cadillac,Ats 2.5L,2014,80400.0,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,15000.0,2.5,4.0,10,0.1866,7309.0,1,1,0,0.804
Toyota,Rav4 Base,2010,123620.0,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,9900.0,2.5,4.0,14,0.0801,8241.0,0,1,0,1.7307
Acura,Tsx Technology,2011,187883.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None Reported,Yes,5500.0,2.4,4.0,13,0.0293,13420.0,0,0,0,2.4425
Mercedes-Benz,G-Class G 550 4Matic,2020,45000.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None Reported,Yes,133000.0,4.0,8.0,4,2.9555,9000.0,1,0,0,0.18
Honda,Civic Sport,2022,25420.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Cvt Transmission,Red,Gray,None Reported,Yes,24500.0,2.0,4.0,2,0.9638,8473.0,0,0,0,0.0508
Bmw,M3 Base,2011,129999.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None Reported,Yes,29999.0,4.0,8.0,13,0.2308,9286.0,1,0,0,1.69
Bmw,M3 Base,2008,41048.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Beige,None Reported,Yes,38490.0,4.0,8.0,16,0.9377,2415.0,1,0,0,0.6568
Nissan,Cube 1.8 S,2010,72500.0,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None Reported,Yes,6750.0,1.8,4.0,14,0.0931,4833.0,0,0,0,1.015
Ram,Promaster 3500 Tradesman,2014,143390.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None Reported,Yes,13000.0,3.6,6.0,10,0.0907,13035.0,0,0,0,1.4339
Acura,Rdx Base,2018,68425.0,Gasoline,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,–,At Least 1 Accident Or Damage Reported,Yes,23500.0,3.5,6.0,6,0.3434,9775.0,0,1,0,0.4106
Toyota,4Runner Limited,2018,95000.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Brown,None Reported,Yes,33000.0,4.0,6.0,6,0.3474,13571.0,0,0,0,0.57
Ram,1500 Limited,2019,29000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,49500.0,5.7,8.0,5,1.7068,4833.0,0,1,0,0.145
Chevrolet,Corvette Base,2003,145000.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None Reported,Yes,22000.0,5.7,8.0,21,0.1517,6591.0,0,0,0,3.045
Land,Rover Defender 110 Se,2020,29700.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Black,Unknown,Unknown,68000.0,3.0,6.0,4,2.2895,5940.0,0,0,1,0.1188
Jeep,Grand Cherokee Laredo,2011,98658.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None Reported,Yes,14995.0,5.7,8.0,13,0.152,7047.0,0,0,0,1.2826
Volvo,S80 T6,2009,97615.0,Gasoline,281.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None Reported,Yes,10500.0,3.0,6.0,15,0.1076,6101.0,0,0,0,1.4642
Porsche,Cayenne S,2014,36000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None Reported,Yes,37000.0,4.8,8.0,10,1.0277,3273.0,1,0,0,0.36
Mazda,Cx-30 Select,2021,61874.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,None Reported,Yes,22389.0,2.5,,3,0.3618,15468.0,0,0,0,0.1856
Chrysler,Town & Country Touring,2012,74582.0,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,–,None Reported,Yes,8500.0,3.6,6.0,12,0.114,5737.0,0,0,0,0.895
Infiniti,Fx37 Base,2013,51500.0,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None Reported,Yes,23900.0,3.7,6.0,11,0.4641,4292.0,0,0,0,0.5665
Toyota,Fj Cruiser Base,2007,193827.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None Reported,Yes,14950.0,4.0,6.0,17,0.0771,10768.0,0,0,0,3.2951
Chevrolet,Silverado 1500 Lt,2019,53433.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None Reported,Yes,36950.0,5.3,8.0,5,0.6915,8906.0,0,0,0,0.2672
Mercedes-Benz,C-Class C 63 Amg,2012,103000.0,Gasoline,451.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,40000.0,6.3,8.0,12,0.3883,7923.0,1,1,0,1.236
Bmw,428 Gran Coupe I Xdrive,2016,59000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Brown,At Least 1 Accident Or Damage Reported,Yes,20999.0,2.0,4.0,8,0.3559,6556.0,1,1,0,0.472
Lexus,Gx 460 Premium,2017,82000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None Reported,Yes,32900.0,4.6,8.0,7,0.4012,10250.0,1,0,0,0.574
Porsche,Panamera Edition,2016,60000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None Reported,Yes,45000.0,3.6,6.0,8,0.75,6667.0,1,0,0,0.48
Cadillac,Escalade Esv Platinum,2017,93971.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None Reported,Yes,47000.0,6.2,8.0,7,0.5001,11746.0,1,0,0,0.6578
Lexus,Is 350 Base,2015,62600.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Red,None Reported,Yes,27500.0,3.5,6.0,9,0.4393,6260.0,1,0,0,0.5634
Mercedes-Benz,E-Class E 350 4Matic,2014,84450.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None Reported,Yes,19000.0,3.5,6.0,10,0.225,7677.0,1,0,0,0.8445
Audi,Q5 S Line Premium,2022,18099.0,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None Reported,Unknown,40798.0,,,2,2.254,6033.0,1,0,1,0.0362
Mercedes-Benz,E-Class E 350 4Matic,2014,76500.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None Reported,Yes,17999.0,3.5,6.0,10,0.2353,6955.0,1,0,0,0.765
Chevrolet,Camaro 1Lt,2017,74000.0,Gasoline,275.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None Reported,Yes,19800.0,2.0,4.0,7,0.2676,9250.0,0,0,0,0.518
Ram,1500 Laramie,2022,15607.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None Reported,Unknown,45999.0,5.7,,2,2.9471,5202.0,0,0,0,0.0312
Chevrolet,Silverado 1500 1Lz,2014,111095.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,26000.0,5.3,8.0,10,0.234,10100.0,0,1,0,1.111
Toyota,Camry Solara Sle,2007,37216.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At Least 1 Accident Or Damage Reported,Yes,14995.0,3.3,6.0,17,0.4029,2068.0,0,1,0,0.6327
Jaguar,F-Type S,2015,25786.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None Reported,Yes,38500.0,3.0,6.0,9,1.493,2579.0,0,0,0,0.2321
Jeep,Gladiator Sport,2021,15520.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Sting Gray Clearcoat,Black,None Reported,Yes,40459.0,3.6,,3,2.6067,3880.0,0,0,0,0.0466
Ram,1500 Big Horn,2021,49583.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None Reported,Unknown,42816.0,5.7,,3,0.8635,12396.0,0,0,0,0.1487
Porsche,Cayenne Diesel,2015,97300.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,None Reported,Yes,29995.0,3.0,6.0,9,0.3083,9730.0,1,0,0,0.8757
Chevrolet,Camaro Base,2002,89000.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None Reported,Yes,10400.0,3.8,6.0,22,0.1169,3870.0,0,0,0,1.958
Porsche,Cayenne S,2015,52111.0,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,37500.0,3.6,6.0,9,0.7196,5211.0,1,1,0,0.469
Dodge,Challenger R/T Scat Pack,2019,75800.0,Gasoline,6.4 Liter,Automatic,Gray,Black,None Reported,Unknown,35998.0,,,5,0.4749,12633.0,0,0,0,0.379
Lexus,Es 350 Base,2010,113500.0,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At Least 1 Accident Or Damage Reported,Yes,11000.0,3.5,6.0,14,0.0969,7567.0,1,1,0,1.589
Audi,Q3 2.0T Premium Plus,2015,155382.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,At Least 1 Accident Or Damage Reported,Yes,13500.0,2.0,4.0,9,0.0869,15538.0,1,1,0,1.3984
Mercedes-Benz,E-Class E 550,2016,49643.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,33995.0,4.7,8.0,8,0.6848,5516.0,1,1,0,0.3971
Bmw,650 I Xdrive,2015,76474.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Black,None Reported,Yes,32000.0,4.4,8.0,9,0.4184,7647.0,1,0,0,0.6883
Porsche,Cayman Base,2016,10431.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None Reported,Yes,50999.0,2.7,6.0,8,4.8887,1159.0,1,0,0,0.0834
Infiniti,Fx50 Base,2009,190120.0,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,12500.0,5.0,8.0,15,0.0657,11882.0,0,1,0,2.8518
Ford,F-150 Xlt,2020,92000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None Reported,Yes,29999.0,3.5,6.0,4,0.3261,18400.0,0,0,0,0.368
Chevrolet,Camaro 2Lt,2017,24000.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None Reported,Yes,32000.0,3.6,6.0,7,1.3333,3000.0,0,0,0,0.168
Ram,1500 Big Horn,2020,25396.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None Reported,Yes,43250.0,5.7,,4,1.703,5079.0,0,0,0,0.1016
Chevrolet,Silverado 2500 H/D,2001,167000.0,Gasoline,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,At Least 1 Accident Or Damage Reported,Yes,6500.0,6.0,8.0,23,0.0389,6958.0,0,1,0,3.841
Ram,1500 Laramie,2022,18645.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None Reported,Yes,49700.0,5.7,,2,2.6655,6215.0,0,0,0,0.0373
Porsche,911 Turbo,2018,28470.0,Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Black,At Least 1 Accident Or Damage Reported,Yes,147500.0,3.8,6.0,6,5.1807,4067.0,1,1,0,0.1708
Ford,Mustang V6,2016,54000.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None Reported,Yes,23999.0,3.7,6.0,8,0.4444,6000.0,0,0,0,0.432
Hyundai,Accent Gl,2003,83000.0,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None Reported,Yes,2900.0,1.6,4.0,21,0.0349,3773.0,0,0,0,1.743
Audi,Q5 S Line Premium Plus,2022,10071.0,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None Reported,Unknown,40598.0,,,2,4.0308,3357.0,1,0,1,0.0201
Ford,F-150 Xlt,2021,43329.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Carbonized Gray Metallic,Black,None Reported,Yes,43642.0,3.5,,3,1.0072,10832.0,0,0,0,0.13
Lexus,Rc F Base,2015,51400.0,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None Reported,Yes,43000.0,5.0,8.0,9,0.8366,5140.0,1,0,0,0.4626
Chevrolet,Suburban 1500 Lt,2015,153800.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,23000.0,5.3,8.0,9,0.1495,15380.0,0,1,0,1.3842
Land,Rover Range Rover Sport Svr Carbon Edition,2022,9000.0,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None Reported,Yes,115000.0,5.0,8.0,2,12.7764,3000.0,0,0,0,0.018
Dodge,Viper Srt-10,2003,10800.0,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None Reported,Yes,65499.0,8.3,10.0,21,6.0642,491.0,0,0,0,0.2268
Ram,1500 Laramie,2020,10458.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None Reported,Yes,48815.0,5.7,,4,4.6673,2092.0,0,0,0,0.0418
Bmw,328 I,2014,84709.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None Reported,Yes,13800.0,2.0,4.0,10,0.1629,7701.0,1,0,0,0.8471
Mercedes-Benz,Amg C 43 Amg C 43 4Matic,2019,33500.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None Reported,Yes,45770.0,3.0,6.0,5,1.3662,5583.0,1,0,0,0.1675
Bmw,M4 Base,2015,98000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Orange,None Reported,Yes,32999.0,3.0,6.0,9,0.3367,9800.0,1,0,0,0.882
Bmw,750 I,2008,94653.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At Least 1 Accident Or Damage Reported,Yes,7300.0,4.8,8.0,16,0.0771,5568.0,1,1,0,1.5144
Ford,Expedition Limited,2023,9281.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None Reported,Yes,85000.0,3.5,6.0,1,9.1575,4640.0,0,0,0,0.0093
Chevrolet,Traverse Premier,2023,11806.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None Reported,Yes,47000.0,3.6,6.0,1,3.9807,5903.0,0,0,0,0.0118
Mercedes-Benz,E-Class D 2.5 Turbo,1993,70015.0,–,–,4-Speed A/T,Gray,Gray,None Reported,Yes,22500.0,,,31,0.3214,2188.0,1,0,0,2.1705
Cadillac,Escalade Platinum,2020,48613.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,61500.0,6.2,8.0,4,1.2651,9723.0,1,1,0,0.1945
Ram,3500 Tradesman,2023,2990.0,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,69900.0,6.7,6.0,1,23.3701,1495.0,0,1,0,0.003
Audi,Tt 1.8L,2005,124747.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Silver,Black,None Reported,Yes,6900.0,1.8,4.0,19,0.0553,6237.0,1,0,0,2.3702
Ram,1500 Big Horn,2021,24000.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None Reported,Yes,42000.0,5.7,8.0,3,1.7499,6000.0,0,0,1,0.072
Mazda,Cx-7 Sport,2009,113000.0,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None Reported,Yes,5499.0,2.3,4.0,15,0.0487,7062.0,0,0,0,1.695
Infiniti,Qx60 Base,2017,89106.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Beige,None Reported,Yes,18000.0,3.5,6.0,7,0.202,11138.0,0,0,0,0.6237
